#STEM=all_IP_networks
#VERSION=v20260828r15
#ROWS=25704
#CREATED=2026-08-23T15:41:25Z
#TOOL=update_ipam.py v1.16
#NOTE=Delta update: +5 subnets from preprocess
#END_HEADER
#UPDATED=2026-08-25T02:18:35Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260824.csv +0 -340 rows
#UPDATED=2026-08-25T02:20:41Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260824.csv +340 -0 rows
#UPDATED=2026-08-25T02:26:15Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:27:34Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_orphan_10.18.79.50_v20260824.csv +1 -0 rows
#UPDATED=2026-08-25T02:30:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:32:02Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260824.csv +0 -817 rows
#UPDATED=2026-08-25T02:33:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260824.csv +227 -0 rows
#UPDATED=2026-08-25T02:34:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_children_v20260824.csv +590 -0 rows
#UPDATED=2026-08-26T03:25:15Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260825.csv +0 -4423 rows
#UPDATED=2026-08-26T03:26:38Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260825.csv +4423 -0 rows
#UPDATED=2026-08-27T02:53:40Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260826.csv +0 -5238 rows
#UPDATED=2026-08-27T02:58:33Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260826.csv +728 -0 rows
#UPDATED=2026-08-27T02:59:57Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_children_v20260826.csv +4510 -0 rows
#UPDATED=2026-08-27T18:50:40Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260827.csv +0 -44 rows
#UPDATED=2026-08-27T18:51:34Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260827.csv +44 -0 rows
#UPDATED=2026-08-27T19:06:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260827.csv +0 -6 rows
#UPDATED=2026-08-27T19:07:52Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260827.csv +2 -0 rows
#UPDATED=2026-08-27T19:09:04Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260827.csv +4 -0 rows
#UPDATED=2026-08-28T16:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T16:51:50Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T16:53:25Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T16:55:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T16:57:54Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T18:24:16Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T18:35:56Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T18:42:21Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T18:46:11Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T18:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T19:53:58Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828r1.csv +0 -213 rows
#UPDATED=2026-08-28T19:56:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828r1.csv +213 -0 rows
#UPDATED=2026-08-28T20:00:27Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828r1.csv +0 -5371 rows
#UPDATED=2026-08-28T20:55:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828r1.csv +113 -0 rows
#UPDATED=2026-08-28T20:57:45Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828r1.csv +5258 -0 rows
CIDR,PREFIX_LEN,NETWORK_ADDRESS,BROADCAST_ADDRESS,SITE_CODE,CANONICAL_LOCATION,LOCATION_TYPE,HERITAGE,STATUS,NET_TYPE,ROUTING_DOMAIN,FACILITY_TYPE,STORE_NUMBER,COMM_TYPE,DATA_QUALITY,SOURCE,DATASET_VERSION,LOC_MASTER_VERSION,CONTESTED_BLOCK,EXT_ID_REFS
10.8.245.0/24,24.0,10.8.245.0,10.8.245.255,US_DFW_TX_CX,Dallas TX - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.8.250.0/24,24.0,10.8.250.0,10.8.250.255,US_BNT_AR_CO,Bentonville AR - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.12.8.0/24,24.0,10.12.8.0,10.12.8.255,US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,AETNA,Active,DataCenter,EGR_WDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.13.7.0/24,24.0,10.13.7.0,10.13.7.255,US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,AETNA,Active,DataCenter,EGR_WDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.13.13.0/24,24.0,10.13.13.0,10.13.13.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.13.28.0/24,24.0,10.13.28.0,10.13.28.255,US_AMH_NY_CO,Amherst NY - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.36.0/24,24.0,10.13.36.0,10.13.36.255,US_PHX_AZ_DC,Phoenix AZ - Aetna DC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.13.39.0/24,24.0,10.13.39.0,10.13.39.255,US_NYC_NY_CO1,New York NY - Aetna Corporate,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.43.0/24,24.0,10.13.43.0,10.13.43.255,US_NYC_NY_CO1,New York NY - Aetna Corporate,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.13.96.0/24,24.0,10.13.96.0,10.13.96.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.97.0/24,24.0,10.13.97.0,10.13.97.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.98.0/24,24.0,10.13.98.0,10.13.98.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.99.0/24,24.0,10.13.99.0,10.13.99.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.100.0/24,24.0,10.13.100.0,10.13.100.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.104.0/24,24.0,10.13.104.0,10.13.104.255,US_BBL_PA_CO,Blue Bell PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.13.105.0/24,24.0,10.13.105.0,10.13.105.255,US_BBL_PA_CO,Blue Bell PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.14.47.0/24,24.0,10.14.47.0,10.14.47.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.15.2.0/24,24.0,10.15.2.0,10.15.2.255,US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,AETNA,Active,DataCenter,EGR_WDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.15.3.0/24,24.0,10.15.3.0,10.15.3.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.15.129.0/24,24.0,10.15.129.0,10.15.129.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.15.130.0/24,24.0,10.15.130.0,10.15.130.255,US_PHX_AZ_DC,Phoenix AZ - Aetna DC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.17.0.0/24,24.0,10.17.0.0,10.17.0.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.2.0/24,24.0,10.17.2.0,10.17.2.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.3.0/24,24.0,10.17.3.0,10.17.3.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.17.8.0/24,24.0,10.17.8.0,10.17.8.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.9.0/24,24.0,10.17.9.0,10.17.9.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.11.0/24,24.0,10.17.11.0,10.17.11.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.12.0/24,24.0,10.17.12.0,10.17.12.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.21.0/24,24.0,10.17.21.0,10.17.21.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.22.0/24,24.0,10.17.22.0,10.17.22.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.42.0/24,24.0,10.17.42.0,10.17.42.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.43.0/24,24.0,10.17.43.0,10.17.43.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.160.0/22,22.0,10.17.160.0,10.17.163.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.200.0/24,24.0,10.17.200.0,10.17.200.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.231.128/25,25.0,10.17.231.128,10.17.231.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,SIBLING-VERIFIED,20260603r19,v5.19,,
10.17.232.0/24,24.0,10.17.232.0,10.17.232.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.233.0/24,24.0,10.17.233.0,10.17.233.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.236.0/23,23.0,10.17.236.0,10.17.237.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.240.0/24,24.0,10.17.240.0,10.17.240.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.247.0/24,24.0,10.17.247.0,10.17.247.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.17.252.0/22,22.0,10.17.252.0,10.17.255.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.4.0/23,23.0,10.18.4.0,10.18.5.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.30.0/24,24.0,10.18.30.0,10.18.30.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.69.0/24,24.0,10.18.69.0,10.18.69.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.18.124.0/24,24.0,10.18.124.0,10.18.124.255,US_WOR_RI_CO4,Woonsocket RI - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,preprocess_p2/SolarWinds,20260603r19,v5.19,,
10.18.128.0/23,23.0,10.18.128.0,10.18.129.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_PCICUMBER-TC,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.130.0/23,23.0,10.18.130.0,10.18.131.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.136.64/26,26,10.18.136.64,10.18.136.127,US_WOR_RI_CO4,Woonsocket RI - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,"FW:CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.18.136.192/26,26,10.18.136.192,10.18.136.255,US_WOR_RI_CO4,Woonsocket RI - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,"FW:CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.18.138.0/24,24.0,10.18.138.0,10.18.138.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.140.0/24,24.0,10.18.140.0,10.18.140.255,US_WOR_RI_CO4,Woonsocket RI - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.150.0/23,23.0,10.18.150.0,10.18.151.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.152.0/21,21,10.18.152.0,10.18.159.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,"FW:CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.18.172.0/23,23,10.18.172.0,10.18.173.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,DataCenter,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.18.174.0/24,24.0,10.18.174.0,10.18.174.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.18.192.0/21,21.0,10.18.192.0,10.18.199.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.24.106.0/24,24.0,10.24.106.0,10.24.106.255,US_RIC_TX_CO2,Richardson TX - Corporate,Field-Office,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.24.108.0/22,22.0,10.24.108.0,10.24.111.255,US_RIC_TX_CC,Richardson TX - Call Center,Call-Center,CVS,Active,Corporate,EGR_SHEAW-TI,Call-Center,,,Inferred,SIBLING-VERIFIED,20260603r19,v5.19,,
10.24.252.0/24,24.0,10.24.252.0,10.24.252.255,US_RIC_TX_CO2,Richardson TX - Corporate,Field-Office,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.24.255.0/24,24.0,10.24.255.0,10.24.255.255,US_RIC_TX_CO2,Richardson TX - Corporate,Field-Office,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.26.1.0/24,24.0,10.26.1.0,10.26.1.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.26.193.0/24,24.0,10.26.193.0,10.26.193.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.28.238.0/23,23.0,10.28.238.0,10.28.239.255,US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,AETNA,Active,DataCenter,EGR_WDC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.32.0/24,24.0,10.30.32.0,10.30.32.255,US_FLT_TX_SP,Flower Mound TX - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.48.0/24,24.0,10.30.48.0,10.30.48.255,US_PHO_AZ_CC,Phoenix AZ - Customer Care,Call-Center,AETNA,Active,AETNA-CallCenter,EGR_LV-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.65.128/25,25.0,10.30.65.128,10.30.65.255,US_BOI_ID_CO,Boise ID - Corporate,Corporate,CVS,Active,Corporate,EGR_LV-TI,Corporate,,,Inferred,NMS,20260603r19,v5.19,,
10.30.72.0/24,24.0,10.30.72.0,10.30.72.255,US_PAR_NJ_CO,Parsippany NJ - Corporate,Corporate,AETNA,Active,Corporate,EGR_RI1-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.85.0/24,24.0,10.30.85.0,10.30.85.255,US_SJU_PR_SP,Carolina PR - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.87.0/24,24.0,10.30.87.0,10.30.87.255,US_SJU_PR_SP,Carolina PR - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.95.0/24,24.0,10.30.95.0,10.30.95.255,IE_GLW_C_CO1,Galway IE - Signify,Corporate,CVS,Active,Corporate,EGR_LV-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.96.0/24,24.0,10.30.96.0,10.30.96.255,US_CHA_AZ_CC,Chandler AZ - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_LV-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.112.0/24,24.0,10.30.112.0,10.30.112.255,US_HON_HI_CC,Honolulu HI - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_LV-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.113.0/24,24.0,10.30.113.0,10.30.113.255,US_HNL_HI_SP,Honolulu HI - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.254.0/24,24.0,10.30.254.0,10.30.254.255,US_PLA_FL_CC,Plantation FL - Call Center,Call-Center,AETNA,Active,AETNA-CallCenter,EGR_LV-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.30.255.0/24,24.0,10.30.255.0,10.30.255.255,US_PLA_FL_CC,Plantation FL - Call Center,Call-Center,AETNA,Active,AETNA-CallCenter,EGR_LV-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.31.68.0/23,23.0,10.31.68.0,10.31.69.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,FW-GAP-ANALYSIS,20260603r19,v5.19,,"EXT-20260819-055445,EXT-20260819-091070"
10.32.1.0/24,24.0,10.32.1.0,10.32.1.255,US_IAD_VA_CX,Ashburn VA - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.32.10.0/24,24.0,10.32.10.0,10.32.10.255,US_IAD_VA_CX,Ashburn VA - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.32.122.0/24,24.0,10.32.122.0,10.32.122.255,US_IAD_VA_CX,Ashburn VA - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.32.126.0/24,24.0,10.32.126.0,10.32.126.255,US_IAD_VA_CX,Ashburn VA - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.32.127.0/24,24.0,10.32.127.0,10.32.127.255,US_IAD_VA_CX,Ashburn VA - Equinix,COLO,CVS,Active,Cloud-Peering,EGR_SHEAE-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.3.0/24,24.0,10.38.3.0,10.38.3.255,US_TRO_MI_SP,Troy MI - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.17.0/24,24.0,10.38.17.0,10.38.17.255,US_LEN_KS_SP,Lenexa KS - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.54.0/24,24.0,10.38.54.0,10.38.54.255,US_HON_HI_CC,Honolulu HI - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_CMC-TI,Call-Center,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.65.0/24,24.0,10.38.65.0,10.38.65.255,US_HON_HI_CC,Honolulu HI - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_CMC-TI,Call-Center,,,Inferred,Manual,20260603r19,v5.19,,
10.38.83.0/24,24.0,10.38.83.0,10.38.83.255,US_POR_ME_SP,Portland ME - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.84.0/24,24.0,10.38.84.0,10.38.84.255,US_COL_TN_SP,Collierville TN - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.86.0/24,24.0,10.38.86.0,10.38.86.255,US_COL_TN_SP,Collierville TN - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.95.0/24,24.0,10.38.95.0,10.38.95.255,US_ATL_GA_SP,Atlanta GA - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.118.0/24,24.0,10.38.118.0,10.38.118.255,US_BTL_TN_SP,Bartlett (Memphis) TN - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.147.0/24,24.0,10.38.147.0,10.38.147.255,US_MIL_MA_SP,Milford MA - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
